NodeIdentifier, Zone, PickupType, PickupDetails, UberGroupName, UberGroup, UberIdName, UberId, UberStateValue, X, Y, MapX, MapY
PoolsApproach.MarshPathCurrentEX, Pools, SpiritLight, 100, lagoonStateGroup, 945, mediumExpB, 10682, , -1047.3, -4216.8, -1047.3401, -4216.82
PoolsApproach.AboveWheelEX, Pools, SpiritLight, 100, lagoonStateGroup, 945, mediumExpA, 14530, , -940.7, -4144.7, -940.6959, -4144.7227
PoolsApproach.MillPathHC, Pools, Resource, Life, lagoonStateGroup, 945, lagoonMillTransitionHealthCell, 37243, , -850.6, -4195.6, -850.61, -4194.55
PoolsApproach.MillPathEC, Pools, Resource, Energy, lagoonStateGroup, 945, energyCellA, 21334, , -924.3, -4169.5, -924.2717, -4168.4663
PoolsApproach.MillPathEX, Pools, SpiritLight, 100, lagoonStateGroup, 945, medExpA, 58723, , -894.4, -4137.2, -894.4155, -4137.1816
EastPools.RightOre, Pools, Resource, Ore, lumaPoolsStateGroup, 5377, orePickupA, 34852, , -1134.6, -4115.9, -1134.4833, -4115.717
EastPools.KwolokAmuletQI, Pools, Quest, Amulet, questUberStateGroup, 14019, kwoloksWisdomItemCollected, 53103, , -1173, -4154, -1175.1, -4153.1
EastPools.TwoCrushersEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbD, 13832, , -1176.4, -4177.9, -1176.3883, -4177.9414
EastPools.BubbleCurrentEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbC, 17396, , -1214.3, -4182.0, -1214.2803, -4181.966
EastPools.BelowLeverEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbA, 27204, , -1230.6, -4125.7, -1230.6019, -4125.742
EastPools.AboveDoorOre, Pools, Resource, Ore, lumaPoolsStateGroup, 5377, pickupA, 19694, , -1248.7, -4139.0, -1248.6624, -4139.0425
EastPools.PurpleWallHC, Pools, Resource, Life, lumaPoolsStateGroup, 5377, healthContainerA, 63201, , -1277.9, -4086.0, -1277.9425, -4085.0483
EastPools.HandToHandSpyglass, Pools, Quest, Spyglass, questUberStateGroup, 14019, tradeSequenceQuest, 26318, 8, -1284, -4126, -1281.5, -4124.4
EastPools.AboveTpEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbA, 7540, , -1336.2, -4102.9, -1336.2295, -4102.91
EastPools.LupoOre, Pools, Resource, Ore, lumaPoolsStateGroup, 5377, gorlekOreA, 12235, , -1370.0, -4166.2, -1369.9664, -4166.21
EastPools.UltraBashShard, Pools, Shard, UltraBash, pickupsGroup, 23987, ultraBashShardPickup, 25996, , -1284.6, -4196.2, -1284.62, -4195.23
EastPools.FightRoomHC, Pools, Resource, Life, lumaPoolsStateGroup, 5377, healthContainerA, 45774, , -1365.2, -4109.5, -1365.1549, -4108.4673
EastPools.SpiritTrial, Pools, SpiritLight, 1000, raceGroup, 44964, lumaPoolsRace, 54686, 2, -1417, -4126, -1485.9731, -4059.728
EastPools.EnergyHarvestShard, Pools, Shard, EnergyHarvest, lumaPoolsStateGroup, 5377, spiritShard, 40328, , -1441.4, -4129.7, -1441.3499, -4128.7153
EastPools.LupoEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbB, 35440, , -1414.3, -4154.6, -1414.3197, -4154.631
EastPools.LupoMap, Pools, Shop, LupoZoneMap, npcsStateGroup, 48248, hasMapLumaPools, 1557, , -1391, -4167, -1391, -4167
EastPools.BehindCrusherEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbA, 18345, , -1430.7, -4180.9, -1430.7302, -4180.8726
EastPools.GrassSeed, Pools, Quest, Seed, questUberStateGroup, 14019, gardenerSeedGrassCollected, 28662, , -1528.0, -4140.0, -1527.96, -4140
UpperPools.LowerKS, Pools, Resource, Keystone, lumaPoolsStateGroup, 5377, keystoneC, 46926, , -1576.1, -4125.4, -1576.125, -4125.4326
UpperPools.UpperLeftKS, Pools, Resource, Keystone, lumaPoolsStateGroup, 5377, keystoneA, 35091, , -1547.8, -4080.7, -1547.785, -4080.7402
UpperPools.UpperMidKS, Pools, Resource, Keystone, lumaPoolsStateGroup, 5377, keystoneB, 16426, , -1537.9, -4074.0, -1537.88, -4074.0479
UpperPools.UpperRightKS, Pools, Resource, Keystone, lumaPoolsStateGroup, 5377, keystoneD, 41881, , -1517.7, -4079.1, -1517.7151, -4079.0723
UpperPools.FishPoolEX, Pools, SpiritLight, 50, lumaPoolsStateGroup, 5377, mediumExpOrbPlaceholderC, 33110, , -1568.0, -4063.2, -1568.0227, -4063.1929
UpperPools.FishPoolOre, Pools, Resource, Ore, lumaPoolsStateGroup, 5377, gorlekOreA, 31434, , -1535.3, -4034.0, -1535.311, -4034.042
UpperPools.BubblesEC, Pools, Resource, Energy, lumaPoolsStateGroup, 5377, energyCellFragmentA, 1600, , -1643.0, -4002.7, -1643.001, -4001.6646
UpperPools.RightBubblesEX, Pools, SpiritLight, 200, lumaPoolsStateGroup, 5377, largeExpOrbPlaceholderA, 628, , -1572.3, -4076.9, -1572.3201, -4076.915
UpperPools.LeftBubblesEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbA, 21860, , -1645.0, -4083.8, -1645.0286, -4083.81
UpperPools.SwimDashTree, Pools, Ability, SwimDash, trees, 0, SwimDash, 104, , -1430, -4082, -1429.8096, -4077.332
UpperPools.SwimDashCurrentEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbB, 52791, , -1468.1, -4098.2, -1468.1074, -4098.208
UpperPools.RoofEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbA, 33180, , -1449.0, -4036.8, -1449.0184, -4036.8418
UpperPools.WaterfallEC, Pools, Resource, Energy, lumaPoolsStateGroup, 5377, energyContainerA, 32750, , -1389.0, -4039.5, -1388.9896, -4038.5205
WestPools.BurrowEX, Pools, SpiritLight, 200, lumaPoolsStateGroup, 5377, xpOrbB, 62180, , -1654.9, -4188.9, -1654.9425, -4188.8804
WestPools.BurrowOre, Pools, Resource, Ore, lumaPoolsStateGroup, 5377, gorlekOreA, 65019, , -1769.9, -4125.0, -1769.8546, -4124.9766
WestPools.TpEX, Pools, SpiritLight, 50, lumaPoolsStateGroup, 5377, xpOrbA, 25391, , -1650.6, -4160.0, -1650.59, -4160.0103
WestPools.EscapeRevisitEX, Pools, SpiritLight, 100, lumaPoolsStateGroup, 5377, xpOrbA, 44122, , -1654.7, -4142.7, -1654.6708, -4142.69
WestPools.ForestsStrength, Pools, Wisp, Strength, lagoonStateGroup, 945, bossReward, 49747, , -1928, -4066, -1928, -4066
WoodsEntry.LastTreeBranch, Woods, Quest, Branch, questUberStateGroup, 14019, treeKeeperQuest, 59708, 1, 513, -4158, 513, -4158
WoodsEntry.DollQI, Woods, Quest, Doll, questUberStateGroup, 14019, familyReunionItemCollected, 57399, , 426.7, -4114.9, 469.2, -4178
WoodsEntry.TreeSeed, Woods, Quest, Seed, questUberStateGroup, 14019, gardenerSeedTreeCollected, 7470, , 513, -4159, 511, -4157
WoodsEntry.MudPitEX, Woods, SpiritLight, 50, _petrifiedForestGroup, 58674, CollectibleXpA, 8487, , 513.8, -4184.9, 513.7701, -4184.88
WoodsEntry.LedgeOre, Woods, Resource, Ore, _petrifiedForestGroup, 58674, gorlekOreA, 28710, , 410.5, -4173.8, 410.37, -4173.6704
WoodsEntry.LeafPileEX, Woods, SpiritLight, 50, _petrifiedForestGroup, 58674, xpOrbA, 22472, , 485.1, -4164.3, 485.1499, -4164.5
WoodsEntry.TpEX, Woods, SpiritLight, 50, _petrifiedForestGroup, 58674, CollecitbleXPB, 59691, , 629.0, -4155.3, 629.00824, -4155.2783
WoodsEntry.LowerKS, Woods, Resource, Keystone, _petrifiedForestGroup, 58674, keyStoneD, 40073, , 690.3, -4189.3, 690.28, -4189.34
WoodsEntry.UpperKS, Woods, Resource, Keystone, _petrifiedForestGroup, 58674, keyStoneC, 11736, , 640.7, -4165.8, 640.70996, -4165.76
WoodsMain.RightKS, Woods, Resource, Keystone, _petrifiedForestGroup, 58674, keyStoneC, 43033, , 955.7, -4147.9, 955.73, -4147.91
WoodsMain.UpperKS, Woods, Resource, Keystone, _petrifiedForestGroup, 58674, keyStoneB, 19769, , 907.7, -4121.4, 907.7, -4121.4
WoodsMain.LeftKS, Woods, Resource, Keystone, _petrifiedForestGroup, 58674, keyStoneA, 42531, , 886.1, -4124.2, 886.07996, -4124.18
WoodsMain.LowerKS, Woods, Resource, Keystone, _petrifiedForestGroup, 58674, keyStoneD, 780, , 929.7, -4185.4, 929.66003, -4185.39
WoodsMain.BehindWallOre, Woods, Resource, Ore, _petrifiedForestGroup, 58674, gorlekOreA, 26274, , 988.5, -4172.7, 988.50354, -4172.684
WoodsMain.LowerLeafPileEX, Woods, SpiritLight, 50, _petrifiedForestGroup, 58674, expOrbC, 42158, , 948.2, -4210.1, 948.0668, -4209.026
WoodsMain.MiddleLeafPileEX, Woods, SpiritLight, 50, _petrifiedForestGroup, 58674, expOrbD, 33893, , 951.0, -4168.8, 951.29, -4167.7886
WoodsMain.UpperLeafPileEX, Woods, SpiritLight, 100, _petrifiedForestGroup, 58674, expOrbC, 30908, , 967.4, -4141.8, 967.08997, -4141
WoodsMain.YellowWallEX, Woods, SpiritLight, 100, _petrifiedForestGroup, 58674, expOrbD, 59714, , 1069.2, -4099.4, 1069.1527, -4099.3555
WoodsMain.HiddenOre, Woods, Resource, Ore, _petrifiedForestGroup, 58674, gorlekOreA, 20713, , 1010.1, -4071.0, 1010.0652, -4070.9956
WoodsMain.HiddenEX, Woods, SpiritLight, 100, _petrifiedForestGroup, 58674, mediumPickupC, 54516, , 936.3, -4044.2, 936.2882, -4044.2256
WoodsMain.BelowKeystonesEX, Woods, SpiritLight, 50, _petrifiedForestGroup, 58674, expOrbA, 23186, , 941.8, -4185.9, 941.81433, -4185.8574
WoodsMain.BehindDoorRoofEX, Woods, SpiritLight, 100, _petrifiedForestGroup, 58674, expOrbA, 64057, , 968.6, -4123.3, 968.604, -4123.2627
WoodsMain.PetrifiedHowlEX, Woods, SpiritLight, 50, _petrifiedForestGroup, 58674, smallPickupA, 17974, , 904.7, -4076.7, 904.6666, -4076.6702
WoodsMain.SpiritTrial, Woods, SpiritLight, 1000, raceGroup, 44964, silentWoodlandRace, 22703, 2, 820, -4047, 859.62, -3938.6702
WoodsMain.OverflowShard, Woods, Shard, Overflow, pickupsGroup, 23987, recycleShardPickup, 25183, , 826.6, -3940.1, 826.62494, -3939.051
WoodsMain.CombatShrine, Woods, Resource, ShardSlot, _petrifiedForestGroup, 58674, enemyRoom, 29265, , 1361.1, -4064.0, 1361.1, -4063.04
WoodsMain.ShrineEX, Woods, SpiritLight, 100, _petrifiedForestGroup, 58674, expOrbA, 32647, , 1406.0, -4064.4, 1405.9546, -4064.3982
WoodsMain.FeedingGroundsEX, Woods, SpiritLight, 200, _petrifiedForestGroup, 58674, expOrb, 64484, , 1464.3, -4007.6, 1464.3367, -4007.5527
LowerReach.BelowBaurEX, Reach, SpiritLight, 50, baursReachGroup, 28895, smallXPOrbA, 55384, , -400.9, -4052.8, -400.88, -4052.8
LowerReach.AboveBaurLowerEX, Reach, SpiritLight, 50, baursReachGroup, 28895, smallXPOrbB, 24533, , -416.2, -3967.8, -416.19, -3967.8
LowerReach.AboveBaurUpperEX, Reach, SpiritLight, 100, baursReachGroup, 28895, mediumExpOrb, 3777, , -438.7, -3946.1, -438.7362, -3946.0852
LowerReach.IcefallOre, Reach, Resource, Ore, baursReachGroup, 28895, gorlekOreA, 58675, , -483.2, -3974.4, -483.2151, -3974.413
LowerReach.IcefallEX, Reach, SpiritLight, 200, baursReachGroup, 28895, largeXPOrbA, 45337, , -500.3, -3969.6, -500.32178, -3969.5947
LowerReach.AboveDoorEX, Reach, SpiritLight, 50, baursReachGroup, 28895, xpOrbA, 38143, , -337.4, -3999.1, -337.42447, -3999.0654
LowerReach.HiddenOre, Reach, Resource, Ore, baursReachGroup, 28895, orePlaceholder, 47529, , -345.7, -3946.6, -345.74002, -3946.64
LowerReach.LupoMap, Reach, Shop, LupoZoneMap, npcsStateGroup, 48248, hasMapBaursReach, 29604, , -275, -3996, -275, -3996
LowerReach.MeltIceEX, Reach, SpiritLight, 100, baursReachGroup, 28895, xpOrbF, 4301, , -350.0, -4038.9, -349.97156, -4038.8848
LowerReach.BurrowEX, Reach, SpiritLight, 50, baursReachGroup, 28895, xpOrbE, 45066, , -330.6, -4051.7, -330.57, -4051.65
LowerReach.TPLeftEX, Reach, SpiritLight, 100, baursReachGroup, 28895, xpOrbC, 36231, , -340.5, -3984.1, -340.5, -3984.111
LowerReach.BelowLupoEX, Reach, SpiritLight, 100, baursReachGroup, 28895, xpOrbB, 38049, , -282.5, -4012.5, -282.5, -4012.5
LowerReach.BreakWallEX, Reach, SpiritLight, 200, hubUberStateGroup, 42178, mediumExpB, 40609, , -194.0, -4042.6, -193.94995, -4042.6401
LowerReach.WindBottomEX, Reach, SpiritLight, 50, baursReachGroup, 28895, smallXPOrbB, 35045, , -216.4, -4056.8, -216.43994, -4056.77
LowerReach.WindHiddenEX, Reach, SpiritLight, 50, baursReachGroup, 28895, smallXPOrbA, 54373, , -204.5, -4011.0, -204.45996, -4010.98
LowerReach.HandToHandHat, Reach, Quest, Hat, questUberStateGroup, 14019, tradeSequenceQuest, 26318, 5, -244, -3989, -244, -3989
LowerReach.SnowballHC, Reach, Resource, Life, baursReachGroup, 28895, healthCellA, 40744, , -190.0, -4016.8, -190.03845, -4015.8179
LowerReach.RoofLeftEX, Reach, SpiritLight, 200, baursReachGroup, 28895, xpOrbC, 53283, , -111.6, -3949.6, -111.589966, -3949.62
LowerReach.RoofRightEX, Reach, SpiritLight, 50, baursReachGroup, 28895, xpOrbB, 46711, , -71.5, -3951.3, -71.52429, -3951.3071
LowerReach.FractureShard, Reach, Shard, Fracture, pickupsGroup, 23987, fractureShardPickup, 36359, , -81.2, -4000.7, -81.15991, -3999.6997
LowerReach.EscapeRevisitEX, Reach, SpiritLight, 200, baursReachGroup, 28895, xpOrbB, 46404, , 69.5, -3730.0, 69.5, -3730.0
LowerReach.ForestsMemory, Reach, Wisp, Memory, baursReachGroup, 28895, wispRewardPickup, 25522, , -31, -3711, -31, -3711
LowerReach.RightKS, Reach, Resource, Keystone, baursReachGroup, 28895, keystoneA, 29898, , 34.1, -4024.8, 34.109863, -4024.8003
LowerReach.UpperLeftKS, Reach, Resource, Keystone, baursReachGroup, 28895, keystoneC, 10823, , -83.6, -4024.8, -83.56006, -4024.8403
LowerReach.MiddleLeftKS, Reach, Resource, Keystone, baursReachGroup, 28895, keystoneB, 37444, , -80.6, -4040.1, -80.55005, -4040.1401
LowerReach.BottomLeftKS, Reach, Resource, Keystone, baursReachGroup, 28895, keystoneD, 18358, , -58.0, -4054.9, -58.03015, -4054.9102
LowerReach.TrialEX, Reach, SpiritLight, 100, baursReachGroup, 28895, mediumExpOrb, 22761, , -38.7, -4017.7, -38.670044, -4017.73
LowerReach.SpiritTrial, Reach, SpiritLight, 1000, raceGroup, 44964, baursReachWindTunnelRace, 23661, 2, 75, -4046, 101.933716, -4046.7227
LowerReach.CatalystShard, Reach, Shard, Catalyst, pickupsGroup, 23987, hollowEnergyShardPickup, 897, , -90.2, -4096.5, -90.165726, -4095.3179
LowerReach.HandToHandSoup, Reach, Quest, Soup, questUberStateGroup, 14019, tradeSequenceQuest, 26318, 4, -110, -4090, -110, -4090
UpperReach.LifeForceShard, Reach, Shard, Lifeforce, pickupsGroup, 23987, untouchableShardPickup, 19630, , -400.8, -3860.5, -400.7699, -3859.5312
UpperReach.LifeForceEX, Reach, SpiritLight, 100, winterForestGroupDescriptor, 28287, mediumExpA, 32414, , -423.2, -3876.4, -423.21375, -3876.4019
UpperReach.LowerKS, Reach, Resource, Keystone, baursReachGroup, 28895, keystoneB, 1053, , -247.9, -3891.2, -247.87695, -3891.165
UpperReach.UpperKS, Reach, Resource, Keystone, baursReachGroup, 28895, keystoneD, 50368, , -206.7, -3842.5, -206.73999, -3842.5005
UpperReach.MiddleLeftKS, Reach, Resource, Keystone, baursReachGroup, 28895, keystoneA, 22382, , -231.5, -3868.9, -231.5, -3868.9
UpperReach.MiddleRightKS, Reach, Resource, Keystone, baursReachGroup, 28895, keystoneC, 9949, , -184.3, -3867.7, -184.33997, -3867.69
UpperReach.SoupOre, Reach, Resource, Ore, baursReachGroup, 28895, gorlekOreA, 23795, , -202.6, -3885.4, -202.60999, -3885.4302
UpperReach.SwingPoleEX, Reach, SpiritLight, 100, baursReachGroup, 28895, xpOrbB, 40089, , -193.7, -3854.4, -193.71997, -3854.3901
UpperReach.SwimEX, Reach, SpiritLight, 100, baursReachGroup, 28895, xpOrbC, 40242, , -239.4, -3920.6, -239.36255, -3920.6006
UpperReach.LightBurstTree, Reach, Ability, LightBurst, trees, 0, LightBurst, 51, , -106, -3934, -106.45276, -3928.5732
UpperReach.TreeOre, Reach, Resource, Ore, baursReachGroup, 28895, gorlekOreA, 39291, , -86.5, -3903.3, -86.392334, -3902.9707
UpperReach.WellEX, Reach, SpiritLight, 50, baursReachGroup, 28895, smallExpB, 7597, , -71.2, -3926.7, -71.150024, -3926.6802
UpperReach.SpringSeed, Reach, Quest, Seed, questUberStateGroup, 14019, gardenerSeedSpringCollected, 32376, , -103.4, -3857.3, -34, -3924
UpperReach.HiddenEX, Reach, SpiritLight, 200, baursReachGroup, 28895, largeExpOrb, 2129, , -172.4, -3928.0, -172.36182, -3927.9844
UpperDepths.EntrySpikesEX, Depths, SpiritLight, 100, mouldwoodDepthsGroup, 18793, mediumExpA, 19004, , 171.7, -4357.5, 171.74329, -4357.468
UpperDepths.EntryRoofEX, Depths, SpiritLight, 100, mouldwoodDepthsGroup, 18793, xpOrbC, 15396, , 146.3, -4374.6, 146.26799, -4374.602
UpperDepths.EntryOre, Depths, Resource, Ore, mouldwoodDepthsGroup, 18793, orePickupA, 35351, , 185.5, -4379.4, 185.49295, -4379.406
UpperDepths.RightEntryKS, Depths, Resource, Keystone, mouldwoodDepthsGroup, 18793, keystone, 1914, , 316.6, -4453.2, 316.56, -4453.2207
UpperDepths.LeftEntryKS, Depths, Resource, Keystone, mouldwoodDepthsGroup, 18793, keystoneA, 58148, , 146.1, -4425.7, 146.07999, -4425.6797
UpperDepths.SwimEC, Depths, Resource, Energy, mouldwoodDepthsGroup, 18793, energyContainerA, 26618, , 135.1, -4456.0, 135.11, -4454.84
UpperDepths.TeleporterEX, Depths, SpiritLight, 100, mouldwoodDepthsGroup, 18793, expOrbA, 29979, , 480.8, -4380.4, 480.76, -4380.42
UpperDepths.LeftHealthKS, Depths, Resource, Keystone, mouldwoodDepthsGroup, 18793, mouldwoodDepthsHKeystoneACollected, 53953, , 498.3, -4463.2, 498.3457, -4463.235
UpperDepths.RightHealthKS, Depths, Resource, Keystone, mouldwoodDepthsGroup, 18793, mouldwoodDepthsHKeystoneBCollected, 23986, , 523.8, -4465.1, 523.7621, -4465.0635
UpperDepths.LightcatcherSeed, Depths, Quest, Seed, questUberStateGroup, 14019, gardenerSeedBashCollected, 8192, , 488.0, -4431.6, 488.01028, -4431.5796
UpperDepths.BossPathEX, Depths, SpiritLight, 200, mouldwoodDepthsGroup, 18793, XPOrbA, 18395, , 567.3, -4443.4, 567.33655, -4443.362
UpperDepths.KeystoneHC, Depths, Resource, Life, mouldwoodDepthsGroup, 18793, healthCellB, 42235, , 530.9, -4451.7, 530.8901, -4450.72
UpperDepths.HiveEX, Depths, SpiritLight, 100, mouldwoodDepthsGroup, 18793, expOrbB, 6573, , 425.4, -4384.8, 425.41998, -4384.77
UpperDepths.ForestsEyes, Depths, Wisp, Eyes, mouldwoodDepthsGroup, 18793, bossReward, 63291, , 687, -4386, 687, -4386
LowerDepths.RaceStartHC, Depths, Resource, Life, mouldwoodDepthsGroup, 18793, healthCellA, 62694, , 496.4, -4498.2, 496.37314, -4497.1514
LowerDepths.SpiritTrial, Depths, SpiritLight, 1000, raceGroup, 44964, mouldwoodDepthsRace, 28552, 2, 478, -4517, 573.47345, -4510.134
LowerDepths.BelowDoorOre, Depths, Resource, Ore, mouldwoodDepthsGroup, 18793, orePickupA, 836, , 437.0, -4507.1, 436.98193, -4507.07
LowerDepths.SpiritSurgeShard, Depths, Shard, SpiritSurge, pickupsGroup, 23987, spiritPowerShardPickup, 986, , 564.2, -4570.2, 564.18604, -4569.2515
LowerDepths.HandToHandSilk, Depths, Quest, Silk, questUberStateGroup, 14019, tradeSequenceQuest, 26318, 7, 317, -4508, 317, -4508
LowerDepths.CombatShrine, Depths, Resource, ShardSlot, mouldwoodDepthsGroup, 18793, shrineEnemies, 31937, , 212.8, -4511.1, 212.81, -4510.07
LowerDepths.SwimEC, Depths, Resource, Energy, mouldwoodDepthsGroup, 18793, energyContainerA, 28175, , 324.7, -4534.8, 324.6847, -4533.8354
LowerDepths.LupoMap, Depths, Shop, LupoZoneMap, npcsStateGroup, 48248, hasMapMouldwoodDepths, 48423, , 682, -4576, 682, -4576
LowerDepths.LeftEX, Depths, SpiritLight, 100, mouldwoodDepthsGroup, 18793, expOrbB, 2881, , 385.8, -4523.5, 385.8384, -4523.4575
LowerDepths.RightEX, Depths, SpiritLight, 200, mouldwoodDepthsGroup, 18793, expOrbC, 23799, , 798.7, -4513.1, 798.72, -4513.07
LowerDepths.FlashTree, Depths, Ability, Flash, trees, 0, Flash, 62, , 776, -4541, 776.4115, -4536.4595
LowerWastes.WestTPOre, Wastes, Resource, Ore, desertAGroup, 7228, gorlekOre, 54494, , 1504.3, -4007.0, 1504.34, -4006.9902
LowerWastes.PurpleWallEX, Wastes, SpiritLight, 100, desertAGroup, 7228, collectableADesertA, 56821, , 1534.1, -3996.6, 1534.09, -3996.6396
LowerWastes.SunsetViewEX, Wastes, SpiritLight, 100, desertAGroup, 7228, collectableCDesertA, 52086, , 1607.3, -3974.5, 1607.25, -3974.4702
LowerWastes.SpiritTrial, Wastes, SpiritLight, 1000, raceGroup, 44964, desertRace, 30767, 2, 1527, -4009, 1580.71, -3898.5503
LowerWastes.SandBridgeOre, Wastes, Resource, Ore, windsweptWastesGroupDescriptor, 20120, gorlekOre, 46919, , 1657.9, -3972.7, 1657.88, -3972.6895
LowerWastes.EerieGemQI, Wastes, Quest, Gem, questUberStateGroup, 14019, mineGemItemCollected, 58342, , 1640.4, -4004.1, 1640.4, -4004.1
LowerWastes.MuncherTunnelEC, Wastes, Resource, Energy, windsweptWastesGroupDescriptor, 20120, energyHalfCell, 11785, , 1652.9, -4014.4, 1652.92, -4013.37
LowerWastes.SandPotHC, Wastes, Resource, Life, windsweptWastesGroupDescriptor, 20120, lifeCellA, 62264, , 1698.3, -3976.8, 1698.3113, -3975.7695
LowerWastes.SandPotEX, Wastes, SpiritLight, 100, windsweptWastesGroupDescriptor, 20120, xpOrbB, 57781, , 1718.8, -3961.0, 1718.82, -3961
LowerWastes.MuncherPitEX, Wastes, SpiritLight, 100, windsweptWastesGroupDescriptor, 20120, xpOrbB, 10397, , 1795.1, -3997.7, 1795.0698, -3997.7295
LowerWastes.BottomRightEX, Wastes, SpiritLight, 200, windsweptWastesGroupDescriptor, 20120, expOrb, 224, , 1886.7, -3972.6, 1886.6628, -3972.5933
LowerWastes.BottomRightHC, Wastes, Resource, Life, windsweptWastesGroupDescriptor, 20120, healthContainer, 12941, , 1859.5, -4020.9, 1859.4789, -4019.8506
LowerWastes.LastStandShard, Wastes, Shard, LastStand, pickupsGroup, 23987, lastResortShardPickup, 50364, , 1832.9, -3934.8, 1832.9, -3933.81
LowerWastes.LastStandEX, Wastes, SpiritLight, 200, windsweptWastesGroupDescriptor, 20120, expOrbB, 33275, , 1840.0, -3907.9, 1839.97, -3907.92
LowerWastes.MuncherClimbEX, Wastes, SpiritLight, 50, windsweptWastesGroupDescriptor, 20120, xpOrbA, 57133, , 1765.0, -3921.5, 1765, -3921.5
LowerWastes.SkeetoHiveEX, Wastes, SpiritLight, 100, windsweptWastesGroupDescriptor, 20120, xpOrbA, 8910, , 1642.1, -3944.1, 1642.1178, -3944.0781
LowerWastes.HandToHandMapstone, Wastes, Quest, Mapstone, questUberStateGroup, 14019, tradeSequenceQuest, 26318, 10, 1685, -3923, 1685, -3923
LowerWastes.LupoMap, Wastes, Shop, LupoZoneMap, npcsStateGroup, 48248, hasMapWindsweptWastes, 61146, , 1647, -3899, 1647, -3899
LowerWastes.BurrowTree, Wastes, Ability, Burrow, trees, 0, Grapple, 101, , 1583, -3930, 1582.2701, -3924.0415
LowerWastes.BurrowTreeEX, Wastes, SpiritLight, 100, windsweptWastesGroupDescriptor, 20120, xpOrbB, 19113, , 1600.9, -3953.7, 1600.9083, -3953.6802
LowerWastes.UpperPathEC, Wastes, Resource, Energy, windsweptWastesGroupDescriptor, 20120, energyContainer, 50026, , 1778.3, -3873.8, 1778.3434, -3872.7769
LowerWastes.UpperPathEX, Wastes, SpiritLight, 100, windsweptWastesGroupDescriptor, 20120, expOrbD, 48829, , 1810.3, -3883.9, 1810.3274, -3883.9126
LowerWastes.UpperPathHiddenEX, Wastes, SpiritLight, 200, windsweptWastesGroupDescriptor, 20120, expOrbE, 17798, , 1861.5, -3873.0, 1861.5, -3873
LowerWastes.UpperPathHC, Wastes, Resource, Life, windsweptWastesGroupDescriptor, 20120, halfLifeCell, 59046, , 1852.6, -3907.8, 1852.5974, -3906.812
LowerWastes.EastTPOre, Wastes, Resource, Ore, windsweptWastesGroupDescriptor, 20120, gorlekOreB, 40245, , 1930.1, -3878.0, 1930.075, -3877.9897
UpperWastes.LowerKS, Wastes, Resource, Keystone, desertAGroup, 7228, keystoneAUberState, 20282, , 1877.0, -3843.5, 1877.01, -3843.5098
UpperWastes.UpperKS, Wastes, Resource, Keystone, desertAGroup, 7228, keystoneBUberStateGroup, 62117, , 1822.9, -3768.1, 1822.88, -3768.0898
UpperWastes.TurmoilShard, Wastes, Shard, Turmoil, pickupsGroup, 23987, aggressorShardPickup, 48605, , 1778.5, -3782.6, 1778.5, -3781.6401
UpperWastes.KSDoorEX, Wastes, SpiritLight, 100, desertAGroup, 7228, expOrb, 35329, , 1907.4, -3805.7, 1907.404, -3805.7476
UpperWastes.LedgeEC, Wastes, Resource, Energy, windsweptWastesGroupDescriptor, 20120, energyOrbA, 22354, , 1948.9, -3777.6, 1948.85, -3776.6396
UpperWastes.MissileSpawnEX, Wastes, SpiritLight, 100, windsweptWastesGroupDescriptor, 20120, xpOrbA, 30740, , 1951.5, -3838.9, 1951.5122, -3838.94
UpperWastes.PurpleWallEX, Wastes, SpiritLight, 100, windsweptWastesGroupDescriptor, 20120, xpOrb, 52812, , 2006.5, -3826.0, 2006.5366, -3826.0234
UpperWastes.PurpleWallHC, Wastes, Resource, Life, windsweptWastesGroupDescriptor, 20120, lifeHalfCell, 18965, , 2027.6, -3842.6, 2027.5658, -3841.6318
UpperWastes.RoofEX, Wastes, SpiritLight, 100, windsweptWastesGroupDescriptor, 20120, xpOrbG, 2013, , 2026.3, -3728.9, 2026.2705, -3728.9238
UpperWastes.SpinLasersRightEX, Wastes, SpiritLight, 200, desertAGroup, 7228, xpOrbB, 54275, , 2006.2, -3725.4, 2006.21, -3725.4
UpperWastes.SpinLasersMiddleEX, Wastes, SpiritLight, 100, desertAGroup, 7228, xpOrbBUberState, 48993, , 1947.8, -3729.6, 1947.77, -3729.5498
UpperWastes.SpinLasersLowerEX, Wastes, SpiritLight, 100, desertAGroup, 7228, xpOrbAUberState, 61548, , 1935.2, -3755.1, 1935.16, -3755.1
